"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF","Shabazz Muhammad",3600,"Min@NY 07:30PM ET",12.391,"Min"
"SF","Aaron Gordon",3600,"Cha@Orl 07:00PM ET",17.891,"Orl"
"PF","Boris Diaw",3500,"Was@SA 08:30PM ET",14.212,"SA"
"SG","Brandon Rush",3500,"Pho@GS 10:30PM ET",10.235,"GS"
"PG","Greivis Vasquez",3500,"Mil@LAC 10:30PM ET",17.047,"Mil"
"PF","Nemanja Bjelica",3500,"Min@NY 07:30PM ET",17.461,"Min"
"SF","Tony Snell",3500,"Mem@Chi 08:00PM ET",13.045,"Chi"
"SG","Nik Stauskas",3500,"Phi@Atl 08:00PM ET",15.896,"Phi"
"PF","Channing Frye",3400,"Cha@Orl 07:00PM ET",12.092,"Orl"
"SF","Tony Allen",3400,"Mem@Chi 08:00PM ET",14.948,"Mem"
"PG","J.J. Barea",3400,"Dal@Ind 07:00PM ET",16.724,"Dal"
"PG","Aaron Brooks",3400,"Mem@Chi 08:00PM ET",15.482,"Chi"
"PG","Shaun Livingston",3400,"Pho@GS 10:30PM ET",12.522,"GS"
"SF","Lance Thomas",3400,"Min@NY 07:30PM ET",11.530,"NY"
"C","Lavoy Allen",3400,"Dal@Ind 07:00PM ET",14.455,"Ind"
"C","Alexis Ajinca",3400,"NO@Uta 09:00PM ET",12.275,"NO"
"SF","Lance Stephenson",3400,"Mil@LAC 10:30PM ET",11.989,"LAC"
"SF","Paul Pierce",3300,"Mil@LAC 10:30PM ET",9.333,"LAC"
"C","Andrea Bargnani",3300,"Mia@Bkn 07:30PM ET",10.513,"Bkn"
"PG","Norris Cole",3300,"NO@Uta 09:00PM ET",14.286,"NO"
"C","Omer Asik",3300,"NO@Uta 09:00PM ET",8.412,"NO"
"PF","JaMychal Green",3300,"Mem@Chi 08:00PM ET",13.692,"Mem"
"SG","Andre Roberson",3300,"Por@OKC 08:00PM ET",12.587,"OKC"
"PG","Kirk Hinrich",3200,"Mem@Chi 08:00PM ET",11.154,"Chi"
"PG","Leandro Barbosa",3200,"Pho@GS 10:30PM ET",12.500,"GS"
"PF","Anthony Tolliver",3200,"Bos@Det 07:30PM ET",11.950,"Det"
"PF","Jason Smith",3200,"Cha@Orl 07:00PM ET",10.868,"Orl"
"SF","Dante Cunningham",3200,"NO@Uta 09:00PM ET",12.552,"NO"
"PF","Josh McRoberts",3200,"Mia@Bkn 07:30PM ET",10.638,"Mia"
"SF","Alonzo Gee",3200,"NO@Uta 09:00PM ET",10.927,"NO"
"SF","Wesley Johnson",3200,"Mil@LAC 10:30PM ET",11.430,"LAC"
"PF","Brandan Wright",3200,"Mem@Chi 08:00PM ET",14.571,"Mem"
"SG","Gerald Henderson",3200,"Por@OKC 08:00PM ET",11.838,"Por"
"PF","Mike Scott",3200,"Phi@Atl 08:00PM ET",9.988,"Atl"
"C","Nikola Pekovic",3200,"Min@NY 07:30PM ET",0,"Min"
"C","Mike Muscala",3200,"Phi@Atl 08:00PM ET",10.813,"Atl"
"PF","Kevin Seraphin",3200,"Min@NY 07:30PM ET",11.395,"NY"
"SG","Markel Brown",3200,"Mia@Bkn 07:30PM ET",7.268,"Bkn"
"SF","Jonathon Simmons",3200,"Was@SA 08:30PM ET",12.042,"SA"
"SF","Maurice Harkless",3200,"Por@OKC 08:00PM ET",12.144,"Por"
"PG","Raul Neto",3200,"NO@Uta 09:00PM ET",11.864,"Uta"
"C","Myles Turner",3200,"Dal@Ind 07:00PM ET",12.031,"Ind"
"SG","Devin Booker",3200,"Pho@GS 10:30PM ET",9.364,"Pho"
"PF","Trey Lyles",3200,"NO@Uta 09:00PM ET",6.881,"Uta"
"PF","Kevin Garnett",3100,"Min@NY 07:30PM ET",13.750,"Min"
"PG","Steve Blake",3100,"Bos@Det 07:30PM ET",11.648,"Det"
"PG","Ronnie Price",3100,"Pho@GS 10:30PM ET",8.542,"Pho"
"SF","Tayshaun Prince",3100,"Min@NY 07:30PM ET",7.065,"Min"
"PG","C.J. Watson",3100,"Cha@Orl 07:00PM ET",13.875,"Orl"
"C","Ryan Hollins",3100,"Was@SA 08:30PM ET",4.450,"Was"
"PF","Charlie Villanueva",3100,"Dal@Ind 07:00PM ET",11.034,"Dal"
"SG","Anthony Morrow",3100,"Por@OKC 08:00PM ET",9.315,"OKC"
"SF","Luc Richard Mbah a Moute",3100,"Mil@LAC 10:30PM ET",4.848,"LAC"
"C","Aron Baynes",3100,"Bos@Det 07:30PM ET",11.663,"Det"
"PG","D.J. Augustin",3100,"Por@OKC 08:00PM ET",10.635,"OKC"
"SG","Wayne Ellington",3100,"Mia@Bkn 07:30PM ET",8.272,"Bkn"
"SF","Chase Budinger",3100,"Dal@Ind 07:00PM ET",11.152,"Ind"
"C","Marreese Speights",3100,"Pho@GS 10:30PM ET",9.940,"GS"
"C","DeJuan Blair",3100,"Was@SA 08:30PM ET",6.885,"Was"
"C","Jeff Withey",3100,"NO@Uta 09:00PM ET",9.083,"Uta"
"PF","Kyle O'Quinn",3100,"Min@NY 07:30PM ET",14.750,"NY"
"SG","Lamar Patterson",3100,"Phi@Atl 08:00PM ET",7.438,"Atl"
"SF","Derrick Williams",3100,"Min@NY 07:30PM ET",12.302,"NY"
"PF","Thomas Robinson",3100,"Mia@Bkn 07:30PM ET",9.740,"Bkn"
"PG","Kendall Marshall",3100,"Phi@Atl 08:00PM ET",14.500,"Phi"
"PG","Shabazz Napier",3100,"Cha@Orl 07:00PM ET",9.543,"Orl"
"SG","James Ennis",3100,"Mem@Chi 08:00PM ET",2.625,"Mem"
"PF","Johnny O'Bryant",3100,"Mil@LAC 10:30PM ET",8.793,"Mil"
"C","Dewayne Dedmon",3100,"Cha@Orl 07:00PM ET",13.141,"Orl"
"SF","P.J. Hairston",3100,"Cha@Orl 07:00PM ET",9.338,"Cha"
"SF","Jakarr Sampson",3100,"Phi@Atl 08:00PM ET",10.460,"Phi"
"PF","Richaun Holmes",3100,"Phi@Atl 08:00PM ET",10.313,"Phi"
"SF","Kyle Anderson",3100,"Was@SA 08:30PM ET",8.490,"SA"
"PF","Noah Vonleh",3100,"Por@OKC 08:00PM ET",8.788,"Por"
"SG","Rashad Vaughn",3100,"Mil@LAC 10:30PM ET",4.931,"Mil"
"SG","Vince Carter",3000,"Mem@Chi 08:00PM ET",9.614,"Mem"
"PG","Andre Miller",3000,"Min@NY 07:30PM ET",13.550,"Min"
"PF","Matt Bonner",3000,"Was@SA 08:30PM ET",5.650,"SA"
"C","Nick Collison",3000,"Por@OKC 08:00PM ET",8.875,"OKC"
"C","Chris Kaman",3000,"Por@OKC 08:00PM ET",6.125,"Por"
"PF","Louis Amundson",3000,"Min@NY 07:30PM ET",7.636,"NY"
"SG","Alan Anderson",3000,"Was@SA 08:30PM ET",0,"Was"
"C","Chris Andersen",3000,"Mia@Bkn 07:30PM ET",4.417,"Mia"
"PF","Drew Gooden",3000,"Was@SA 08:30PM ET",11.542,"Was"
"PF","Amar'e Stoudemire",3000,"Mia@Bkn 07:30PM ET",7.833,"Mia"
"SG","Rasual Butler",3000,"Was@SA 08:30PM ET",7.310,"SA"
"SF","Mike Dunleavy",3000,"Mem@Chi 08:00PM ET",0,"Chi"
"SF","Steve Novak",3000,"Por@OKC 08:00PM ET",4.750,"OKC"
"PF","Chris Copeland",3000,"Mil@LAC 10:30PM ET",4.533,"Mil"
"C","Kendrick Perkins",3000,"NO@Uta 09:00PM ET",7.125,"NO"
"PF","Udonis Haslem",3000,"Mia@Bkn 07:30PM ET",6.417,"Mia"
"SG","Sasha Vujacic",3000,"Min@NY 07:30PM ET",10.706,"NY"
"PG","Beno Udrih",3000,"Mia@Bkn 07:30PM ET",9.397,"Mia"
"PG","Toney Douglas",3000,"NO@Uta 09:00PM ET",13.625,"NO"
"PF","Carl Landry",3000,"Phi@Atl 08:00PM ET",0,"Phi"
"PG","Brian Roberts",3000,"Cha@Orl 07:00PM ET",5.023,"Cha"
"PF","Joel Anthony",3000,"Bos@Det 07:30PM ET",3.700,"Det"
"PF","Jason Thompson",3000,"Pho@GS 10:30PM ET",5.521,"GS"
"PF","Tyler Hansbrough",3000,"Cha@Orl 07:00PM ET",7.100,"Cha"
"SF","Quincy Pondexter",3000,"NO@Uta 09:00PM ET",0,"NO"
"SG","Jodie Meeks",3000,"Bos@Det 07:30PM ET",2.000,"Det"
"PG","Donald Sloan",3000,"Mia@Bkn 07:30PM ET",2.083,"Bkn"
"SG","Sonny Weems",3000,"Pho@GS 10:30PM ET",5.045,"Pho"
"C","JaVale McGee",3000,"Dal@Ind 07:00PM ET",8.417,"Dal"
"SG","Elijah Millsap",3000,"NO@Uta 09:00PM ET",6.712,"Uta"
"SF","Jeremy Evans",3000,"Dal@Ind 07:00PM ET",5.515,"Dal"
"C","Tiago Splitter",3000,"Phi@Atl 08:00PM ET",12.147,"Atl"
"SG","Justin Holiday",3000,"Phi@Atl 08:00PM ET",7.250,"Atl"
"SG","E'Twaun Moore",3000,"Mem@Chi 08:00PM ET",9.163,"Chi"
"SF","Kyle Singler",3000,"Por@OKC 08:00PM ET",5.319,"OKC"
"C","Cole Aldrich",3000,"Mil@LAC 10:30PM ET",2.050,"LAC"
"SF","Luke Babbitt",3000,"NO@Uta 09:00PM ET",10.983,"NO"
"C","Tyler Zeller",3000,"Bos@Det 07:30PM ET",7.233,"Bos"
"SF","Chris Johnson",3000,"NO@Uta 09:00PM ET",3.281,"Uta"
"C","Miles Plumlee",3000,"Mil@LAC 10:30PM ET",4.467,"Mil"
"SF","Willie Reed",3000,"Mia@Bkn 07:30PM ET",8.900,"Bkn"
"PG","Shelvin Mack",3000,"Phi@Atl 08:00PM ET",8.225,"Atl"
"PF","Jonas Jerebko",3000,"Bos@Det 07:30PM ET",7.833,"Bos"
"SG","Ian Clark",3000,"Pho@GS 10:30PM ET",6.548,"GS"
"C","Shayne Whittington",3000,"Dal@Ind 07:00PM ET",-1.000,"Ind"
"SF","Solomon Hill",3000,"Dal@Ind 07:00PM ET",5.950,"Ind"
"SG","C.J. Wilcox",3000,"Mil@LAC 10:30PM ET",0.000,"LAC"
"SG","John Jenkins",3000,"Dal@Ind 07:00PM ET",6.400,"Dal"
"PF","Cory Jefferson",3000,"Pho@GS 10:30PM ET",5.833,"Pho"
"PG","Troy Daniels",3000,"Cha@Orl 07:00PM ET",3.722,"Cha"
"PG","Tim Frazier",3000,"Por@OKC 08:00PM ET",2.058,"Por"
"C","Tibor Pleiss",3000,"NO@Uta 09:00PM ET",1.688,"Uta"
"PF","Cameron Bairstow",3000,"Mem@Chi 08:00PM ET",2.583,"Chi"
"SG","Tim Hardaway Jr.",3000,"Phi@Atl 08:00PM ET",5.438,"Atl"
"SF","Josh Huestis",3000,"Por@OKC 08:00PM ET",0,"OKC"
"PG","Jerian Grant",3000,"Min@NY 07:30PM ET",12.104,"NY"
"SF","Reggie Bullock",3000,"Bos@Det 07:30PM ET",1.375,"Det"
"PG","Pablo Prigioni",3000,"Mil@LAC 10:30PM ET",6.786,"LAC"
"PG","Russ Smith",3000,"Mem@Chi 08:00PM ET",3.904,"Mem"
"SG","Joe Ingles",3000,"NO@Uta 09:00PM ET",7.359,"Uta"
"C","Boban Marjanovic",3000,"Was@SA 08:30PM ET",6.417,"SA"
"SF","Devyn Marble",3000,"Cha@Orl 07:00PM ET",0.950,"Orl"
"PF","Adreian Payne",3000,"Min@NY 07:30PM ET",8.017,"Min"
"SG","Joe Young",3000,"Dal@Ind 07:00PM ET",2.844,"Ind"
"C","Salah Mejri",3000,"Dal@Ind 07:00PM ET",2.350,"Dal"
"PG","Ray McCallum",3000,"Was@SA 08:30PM ET",5.063,"SA"
"PG","Bryce Cotton",3000,"Pho@GS 10:30PM ET",0,"Pho"
"SF","Pat Connaughton",3000,"Por@OKC 08:00PM ET",1.042,"Por"
"SG","Darrun Hilliard",3000,"Bos@Det 07:30PM ET",4.286,"Det"
"PG","Spencer Dinwiddie",3000,"Bos@Det 07:30PM ET",8.083,"Det"
"SF","Michael Kidd-Gilchrist",3000,"Cha@Orl 07:00PM ET",0,"Cha"
"SG","Josh Richardson",3000,"Mia@Bkn 07:30PM ET",4.045,"Mia"
"SF","Branden Dawson",3000,"Mil@LAC 10:30PM ET",0,"LAC"
"PF","James Michael McAdoo",3000,"Pho@GS 10:30PM ET",3.917,"GS"
"PF","Rakeem Christmas",3000,"Dal@Ind 07:00PM ET",0,"Ind"
"PF","Jarnell Stokes",3000,"Mia@Bkn 07:30PM ET",1.250,"Mia"
"SF","Sergey Karasev",3000,"Mia@Bkn 07:30PM ET",1.925,"Bkn"
"SG","R.J. Hunter",3000,"Bos@Det 07:30PM ET",6.536,"Bos"
"SG","Jordan Adams",3000,"Mem@Chi 08:00PM ET",9.500,"Mem"
"SF","Justin Anderson",3000,"Dal@Ind 07:00PM ET",4.313,"Dal"
"SF","Glenn Robinson III",3000,"Dal@Ind 07:00PM ET",8.554,"Ind"
"PF","Mitch McGary",3000,"Por@OKC 08:00PM ET",3.792,"OKC"
"SG","Archie Goodwin",3000,"Pho@GS 10:30PM ET",8.917,"Pho"
"SF","Cleanthony Early",3000,"Min@NY 07:30PM ET",2.214,"NY"
"PF","Jarell Martin",3000,"Mem@Chi 08:00PM ET",0,"Mem"
"PF","Jordan Mickey",3000,"Bos@Det 07:30PM ET",6.125,"Bos"
"PF","Bobby Portis",3000,"Mem@Chi 08:00PM ET",7.625,"Chi"
"PF","Christian Wood",3000,"Phi@Atl 08:00PM ET",8.865,"Phi"
"PG","Terry Rozier",3000,"Bos@Det 07:30PM ET",3.911,"Bos"
"PG","Tyler Ennis",3000,"Mil@LAC 10:30PM ET",7.972,"Mil"
"SG","James Young",3000,"Bos@Det 07:30PM ET",5.000,"Bos"
"PG","Aaron Harrison",3000,"Cha@Orl 07:00PM ET",2.800,"Cha"
"PG","Cameron Payne",3000,"Por@OKC 08:00PM ET",3.750,"OKC"
"C","Joel Embiid",3000,"Phi@Atl 08:00PM ET",0,"Phi"
"PG","Dante Exum",3000,"NO@Uta 09:00PM ET",0,"Uta"
"SF","Damien Inglis",3000,"Mil@LAC 10:30PM ET",4.800,"Mil"
"C","Walter Tavares",3000,"Phi@Atl 08:00PM ET",1.875,"Atl"
"SF","Damjan Rudez",3000,"Min@NY 07:30PM ET",5.350,"Min"
"C","Cristiano Felicio",3000,"Mem@Chi 08:00PM ET",1.750,"Chi"
"SG","Mario Hezonja",3000,"Cha@Orl 07:00PM ET",7.216,"Orl"
"PG","Tyus Jones",3000,"Min@NY 07:30PM ET",2.875,"Min"
"PF","Cliff Alexander",3000,"Por@OKC 08:00PM ET",3.833,"Por"
"SF","Kelly Oubre Jr.",3000,"Was@SA 08:30PM ET",5.313,"Was"
"PF","Kevon Looney",3000,"Pho@GS 10:30PM ET",0,"GS"
"PF","Chris McCullough",3000,"Mia@Bkn 07:30PM ET",0,"Bkn"
"SF","Luis Montero",3000,"Por@OKC 08:00PM ET",2.125,"Por"
